"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","EDU_LFS_STATUS","Education and labour force status","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.4910139,,
"AUS","Australia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",14.412011,,
"AUS","Australia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",17.460846,,
"AUS","Australia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",11.841551,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",11.274206,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.158143,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",9.6075325,,
"AUS","Australia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.2414913,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",11.057828,,
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.4380951,,
"AUS","Australia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.56787747,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.85007983,,
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.65651274,,
"AUS","Australia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",10.616569,,
"AUS","Australia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",14.945019,,
"AUS","Australia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",6.9672709,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.2199135,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",9.6166525,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.099575,,
"AUS","Australia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.4376011,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.8279266,,
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.2095239,,
"AUS","Australia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.46826479,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.72810495,,
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.46859762,,
"AUS","Australia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.7954423,,
"AUS","Australia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.5158281,,
"AUS","Australia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.87428,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.0542932,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.5414901,,
"AUS","Australia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.5079575,,
"AUS","Australia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.8038898,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.2299013,,
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.2285714,,
"AUS","Australia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.3409051,,
"AUS","Australia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.47922134,,
"AUS","Australia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.47056726,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",72.819733,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",73.355133,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",72.359756,,
